Deal Type,Announce Date,Target Ticker,Target Name,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date,Cash Terms,Target Industry Sector
M&A,2/21/2014,SCVB SS,Scania AB,VOW GR,9151.82,Cash,Completed,6/6/2014,200.0000/sh.,"Consumer, Cyclical"
M&A,4/1/2010,LGL AU,Lihir Gold Ltd,NCM AU,8963.39,Cash and Stock,Completed,10/5/2010,.2250/sh.,Basic Materials
M&A,11/22/2017,AXTA US,Axalta Coating Systems Ltd,4612 JP,8962.19,Cash,Terminated,11/30/2017,627363.1875 Mln,Basic Materials
M&A,5/31/2016,GXP US,Great Plains Energy Inc,WR US,8944.82,Stock,Pending,6/30/2018,N/A,Utilities
M&A,7/28/2014,FDO US,Family Dollar Stores Inc,DLTR US,8944.66,Cash and Stock,Completed,7/7/2015,59.6000/sh.,"Consumer, Cyclical"
M&A,6/23/2014,TEG US,Integrys Energy Group Inc,WEC US,8928.9,Cash and Stock,Completed,6/30/2015,18.5800/sh.,Utilities
M&A,1/19/2017,ZC FP,Zodiac Aerospace,SAF FP,8855.4,Cash,Pending,12/31/2017,25.0000/sh.,Industrial
M&A,9/7/2010,9893105Q US,Enterprise GP Holdings LP,EPD US,8854.66,Stock,Completed,11/23/2010,N/A,Energy
M&A,1/9/2017,WOOF US,VCA Inc,4614Z US,8793.13,Cash,Completed,9/13/2017,93.0000/sh.,"Consumer, Non-cyclical"
M&A,8/25/2015,RSA LN,RSA Insurance Group PLC,ZURN SW,8779.38,Cash,Terminated,9/21/2015,5.5000/sh.,Financial
M&A,7/28/2016,N US,NetSuite Inc,ORCL US,8716.28,Cash,Completed,11/7/2016,109.0000/sh.,Technology
M&A,11/14/2016,HAR US,Harman International Industries Inc,005930 KS,8651.01,Cash,Completed,3/13/2017,112.0000/sh.,"Consumer, Cyclical"
M&A,12/14/2014,PETM US,PetSmart Inc,,8622.57,Cash,Completed,3/11/2015,83.0000/sh.,"Consumer, Cyclical"
M&A,11/15/2010,BUCY US,Bucyrus International Inc,CAT US,8608.9,Cash,Completed,7/11/2011,92.0000/sh.,Industrial
M&A,9/13/2012,FNN SP,Fraser and Neave Ltd,THBEV SP,8576.36,Cash,Completed,2/18/2013,9.4300/sh.,Financial
M&A,6/30/2013,ONXX US,Onyx Pharmaceuticals Inc,AMGN US,8530.93,Cash,Completed,10/2/2013,125.0000/sh.,"Consumer, Non-cyclical"
M&A,12/2/2014,FLG LN,Friends Life Group Ltd,AV/ LN,8518.71,Stock,Completed,4/13/2015,N/A,Financial
M&A,2/19/2015,REX LN,Rexam Ltd,BLL US,8500.82,Cash and Stock,Completed,7/1/2016,4.0700/sh.,Industrial
M&A,2/7/2011,PDE US,Pride International LLC,ESV US,8465.96,Cash and Stock,Completed,6/1/2011,15.6000/sh.,Energy
M&A,7/9/2017,316 HK,Orient Overseas International Ltd,,8403.53,Cash,Pending, ,78.6700/sh.,Industrial
M&A,5/29/2014,HSH US,Hillshire Brands Co/The,TSN US,8396.56,Cash,Completed,8/29/2014,63.0000/sh.,"Consumer, Non-cyclical"
M&A,1/29/2011,MEE US,Alpha Appalachia Holdings Inc,ANRZQ US,8276.82,Cash and Stock,Completed,6/2/2011,10.0000/sh.,Energy
M&A,12/8/2014,CBST US,Cubist Pharmaceuticals LLC,MRK US,8276.55,Cash,Completed,1/22/2015,102.0000/sh.,"Consumer, Non-cyclical"
M&A,10/25/2010,ASX AU,ASX Ltd,SGX SP,8273.68,Cash and Stock,Terminated,4/8/2011,22.0000/sh.,Financial
M&A,11/16/2015,CWC LN,Cable & Wireless Communications Ltd,LBTYA US,8253.12,Stock,Completed,5/16/2016,N/A,Communications
M&A,9/21/2015,LEG GR,LEG Immobilien AG,DWNI GR,8244.67,Stock,Terminated,10/21/2015,N/A,Financial
M&A,6/30/2015,TW US,Towers Watson & Co,WLTW US,8166.33,Stock,Completed,1/5/2016,N/A,"Consumer, Non-cyclical"
M&A,12/1/2014,0559549D US,IndCor Properties Inc,,8100,Cash,Completed,2/27/2015,8100.0000 Mln,Financial
M&A,11/7/2014,SBD LN,Canary Wharf Group Investment Holdings PLC,,8070.55,Cash,Completed,4/23/2015,3.5000/sh.,Financial
M&A,10/23/2016,BEAV US,B/E Aerospace Inc,COL US,8052.42,Cash and Stock,Completed,4/17/2017,34.1000/sh.,Industrial
M&A,7/20/2011,NLC US,Nalco Holding Co,ECL US,8042.46,Cash or Stock,Completed,12/2/2011,38.8000/sh.,Industrial
M&A,5/6/2015,GEVA US,Synageva BioPharma Corp,ALXN US,7940.65,Cash and Stock,Completed,6/24/2015,115.0000/sh.,"Consumer, Non-cyclical"
M&A,2/2/2015,NVN AU,Vicinity Holdings Ltd,VCX AU,7933.07,Stock,Completed,6/15/2015,N/A,Financial
M&A,4/8/2011,EEN FP,EDF Energies Nouvelles SA,EDF FP,7919.45,Cash or Stock,Completed,8/16/2011,40.0000/sh.,Energy
M&A,3/6/2014,SWY US,Safeway Inc,1312089D US,7903.56,Cash,Completed,1/30/2015,34.9200/sh.,"Consumer, Non-cyclical"
M&A,1/19/2016,9999900D US,Waste Connections US Inc,WCN CN,7815.11,Stock,Completed,6/1/2016,N/A,Industrial
M&A,4/25/2011,EQN CN,Equinox Minerals Ltd,ABX CN,7811.1,Cash,Completed,7/21/2011,8.1500/sh.,Basic Materials
M&A,8/10/2017,SFR US,Starwood Waypoint Homes,INVH US,7811,Stock,Completed,11/16/2017,N/A,Financial
M&A,5/20/2013,WCRX US,Warner Chilcott PLC,AGN US,7809.42,Stock,Completed,10/1/2013,N/A,"Consumer, Non-cyclical"
M&A,8/24/2014,ITMN US,InterMune Inc,ROG SW,7807.51,Cash,Completed,9/30/2014,74.0000/sh.,"Consumer, Non-cyclical"
M&A,2/25/2013,ELN ID,Perrigo Corp DAC,0818400D SW,7777.45,Cash,Terminated,6/18/2013,13.0000/sh.,"Consumer, Non-cyclical"
M&A,6/11/2013,EUROB GA,Eurobank Ergasias SA,HFSF GA,7753.02,Cash,Completed,6/19/2013,5839.0000 Mln,Financial
M&A,2/15/2011,FDO US,Family Dollar Stores Inc,3082712Z US,7709.56,Cash,Terminated,9/29/2011,60.0000/sh.,"Consumer, Cyclical"
M&A,10/8/2015,BMR US,BioMed Realty Trust Inc,BX US,7692.82,Cash,Completed,1/28/2016,23.7500/sh.,Financial
M&A,3/14/2014,OLAM SP,Olam International Ltd,TMSK SP,7669.92,Cash,Completed,5/23/2014,2.2300/sh.,"Consumer, Non-cyclical"
M&A,9/21/2014,DRC US,Dresser-Rand Group Inc,SIE GR,7640.01,Cash,Completed,7/1/2015,85.2000/sh.,Energy
M&A,8/6/2012,BBY US,Best Buy Co Inc,,7594.33,Cash,Terminated,3/1/2013,26.0000/sh.,"Consumer, Cyclical"
M&A,2/1/2016,ALR US,Alere Inc,ABT US,7585.9,Cash,Completed,10/3/2017,51.0000/sh.,"Consumer, Non-cyclical"
M&A,7/11/2011,NWG LN,Northumbrian Water Group Ltd,,7527.45,Cash,Completed,10/14/2011,4.6500/sh.,Utilities
M&A,7/30/2013,HMA US,Health Management Associates LLC,CYH US,7527.06,Cash and Stock,Completed,1/27/2014,10.5000/sh.,"Consumer, Non-cyclical"
M&A,3/30/2016,6753 JP,Sharp Corp/Japan,,7526.3,Cash,Completed,8/12/2016,88.0000/sh.,"Consumer, Cyclical"
M&A,6/15/2016,1469138D US,Envision Healthcare Holdings Inc,AMSG US,7519.68,Stock,Completed,12/2/2016,N/A,"Consumer, Non-cyclical"
M&A,3/20/2012,VT CN,Viterra Inc,GLEN LN,7498.88,Cash,Completed,12/19/2012,16.2500/sh.,Industrial
M&A,2/5/2010,ARG US,Airgas Inc,APD US,7496.88,Cash,Terminated,2/15/2011,70.0000/sh.,Basic Materials
M&A,4/5/2017,PNRA US,Panera Bread Co,1074556D LX,7480.71,Cash,Completed,7/19/2017,315.0000/sh.,"Consumer, Cyclical"
M&A,6/10/2015,1498499D US,HCC Insurance Holdings Inc,8766 JP,7479.76,Cash,Completed,10/28/2015,78.0000/sh.,Financial
M&A,12/12/2011,VMC US,Vulcan Materials Co,MLM US,7473.93,Stock,Terminated,5/15/2012,N/A,Basic Materials
M&A,5/9/2011,MAN GR,MAN SE,VOW GR,7418.43,Cash,Completed,6/29/2011,95.0000/sh.,Industrial
M&A,5/27/2014,HSH US,Hillshire Brands Co/The,PPC US,7390.86,Cash,Terminated,6/9/2014,55.0000/sh.,"Consumer, Non-cyclical"
M&A,12/9/2010,THC US,Tenet Healthcare Corp,CYH US,7335.11,Cash,Terminated,5/9/2011,7.2500/sh.,"Consumer, Non-cyclical"
M&A,7/1/2015,AIO AU,Asciano Ltd,,7334.01,Cash and Stock,Terminated,3/15/2016,6.9400/sh.,Industrial
M&A,6/17/2011,PLZL RM,Polyus PJSC,PGIL LN,7325.66,Stock,Completed,7/18/2011,N/A,Basic Materials
M&A,9/18/2014,CNQR US,Concur Technologies Inc,SAP GR,7241.19,Cash,Completed,12/5/2014,129.0000/sh.,Technology
M&A,6/16/2014,TWTC US,tw telecom inc,LVLT US,7171.89,Cash and Stock,Completed,11/3/2014,10.0000/sh.,Communications
M&A,11/15/2010,AXA AU,AMP AAPH Ltd,AMP AU,7136.64,Cash,Completed,4/1/2011,7200.0000 Mln,Financial
M&A,1/9/2011,DCO DC,Danisco A/S,DD US,7112.65,Cash,Completed,6/17/2011,700.0000/sh.,"Consumer, Non-cyclical"
M&A,3/22/2015,PIRC IM,Pirelli & C SpA,,7104.1,Cash,Completed,11/6/2015,15.0000/sh.,"Consumer, Cyclical"
M&A,5/15/2017,PTHN US,Patheon NV,TMO US,7096.97,Cash,Completed,10/5/2017,35.0000/sh.,"Consumer, Non-cyclical"
M&A,5/10/2013,1193 HK,China Resources Gas Group Ltd,836 HK,7065.06,Stock,Terminated,7/22/2013,N/A,Utilities
M&A,5/12/2010,TCL AU,Transurban Group,,7057.41,Cash,Terminated,5/25/2010,5.5700/sh.,"Consumer, Non-cyclical"
M&A,2/16/2011,CEP SM,Cia Espanola de Petroleos SAU,185587Z UH,7006.96,Cash,Completed,8/23/2011,28.0000/sh.,Energy
M&A,2/7/2011,BEC US,Beckman Coulter Inc,DHR US,6965.1,Cash,Completed,6/30/2011,83.5000/sh.,"Consumer, Non-cyclical"
M&A,5/29/2013,SFD US,Smithfield Foods Inc,288 HK,6955.21,Cash,Completed,9/27/2013,34.0000/sh.,"Consumer, Non-cyclical"
M&A,3/4/2016,FCC SM,Fomento de Construcciones y Contratas SA,1109283Z MM,6918.89,Cash,Completed,7/15/2016,7.6000/sh.,Industrial
M&A,2/25/2012,STLT IN,Sterlite Industries India Ltd,VEDL IN,6853.81,Stock,Completed,10/1/2013,N/A,Basic Materials
M&A,2/17/2012,TNTE NA,TNT Express BV,UPS US,6853.27,Cash,Terminated,1/14/2013,9.5000/sh.,Industrial
M&A,2/7/2012,RDCD3 BZ,Redecard SA,ITUB4 BZ,6844.92,Cash,Completed,10/18/2012,35.0000/sh.,Financial
M&A,9/29/2014,ATHL US,Athlon Energy Inc,ECA CN,6843.19,Cash,Completed,11/13/2014,58.5000/sh.,Energy
M&A,10/18/2010,NST US,NSTAR LLC,ES US,6842.12,Stock,Completed,4/10/2012,N/A,Utilities
M&A,2/28/2011,NHP US,Nationwide Health Properties Inc,VTR US,6819.42,Stock,Completed,7/5/2011,N/A,Financial
M&A,6/22/2015,HME US,Home Properties Inc,71194Z US,6811.61,Cash,Completed,10/8/2015,75.2300/sh.,Financial
M&A,11/5/2013,IAM MC,Maroc Telecom,ETISALAT UH,6809.88,Cash,Completed,5/14/2014,4200.0000 Mln,Communications
M&A,2/28/2010,0202445Q US,EMD Millipore Corp,MRK GR,6805.77,Cash,Completed,7/15/2010,107.0000/sh.,"Consumer, Non-cyclical"
M&A,9/24/2013,8035 JP,Tokyo Electron Ltd,AMAT US,6795.29,Stock,Terminated,4/27/2015,N/A,Technology
M&A,4/30/2012,1086832D US,Sunoco Inc,9876456D US,6786.54,Cash or Stock,Completed,10/5/2012,50.0000/sh.,Energy
M&A,7/14/2015,RCPT US,Receptos Inc,CELG US,6777.96,Cash,Completed,8/28/2015,232.0000/sh.,"Consumer, Non-cyclical"
M&A,4/1/2014,METSO FH,Metso OYJ,WEIR LN,6736.06,Stock,Terminated,5/28/2014,N/A,Industrial
M&A,2/4/2015,ODP US,Office Depot Inc,SPLS US,6698.47,Cash and Stock,Terminated,5/16/2016,7.2500/sh.,"Consumer, Cyclical"
M&A,5/6/2013,BMC US,BMC Software Inc,,6695.43,Cash,Completed,9/11/2013,46.2500/sh.,Technology
M&A,8/2/2010,0948146D CN,Red Back Mining Inc,K CN,6671.94,Stock,Completed,9/22/2010,N/A,Basic Materials
M&A,11/27/2012,RAH US,TreeHouse Private Brands Inc,CAG US,6655.36,Cash,Completed,1/30/2013,90.0000/sh.,"Consumer, Non-cyclical"
M&A,12/20/2010,SILV RM,Silvinit OJSC,URKA RM,6647.36,Stock,Completed,5/18/2011,N/A,Basic Materials
M&A,5/8/2017,TRCO US,Tribune Media Co,SBGI US,6637.04,Cash and Stock,Pending,3/31/2018,35.0000/sh.,Communications
M&A,3/30/2010,AXA AU,AMP AAPH Ltd,NAB AU,6616.8,Cash,Terminated,9/14/2010,7200.0000 Mln,Financial
M&A,8/19/2010,MFE US,McAfee Inc,INTC US,6593.67,Cash,Completed,3/1/2011,48.0000/sh.,Communications
M&A,5/15/2014,TKA AV,Telekom Austria AG,AMXL MM,6577.36,Cash,Completed,10/21/2014,7.1500/sh.,Communications
M&A,11/9/2015,AIO AU,Asciano Ltd,,6558.98,Cash and Stock,Terminated,3/15/2016,7.0400/sh.,Industrial
M&A,5/12/2014,PF US,Pinnacle Foods Inc,HSH US,6556.19,Cash and Stock,Terminated,6/30/2014,18.0000/sh.,"Consumer, Non-cyclical"
M&A,10/26/2015,PNY US,Piedmont Natural Gas Co Inc,DUK US,6536.09,Cash,Completed,10/4/2016,60.0000/sh.,Utilities
M&A,9/9/2013,MOLX US,Molex LLC/US,3097Z US,6527.69,Cash,Completed,12/10/2013,38.6800/sh.,Industrial
M&A,7/2/2015,HNT US,Health Net Inc/Old,CNC US,6490.69,Cash and Stock,Completed,3/24/2016,28.2500/sh.,"Consumer, Non-cyclical"
M&A,6/29/2012,AMLN US,Amylin Pharmaceuticals LLC,BMY US,6486.1,Cash,Completed,8/9/2012,31.0000/sh.,"Consumer, Non-cyclical"
M&A,6/19/2017,RICE US,Rice Energy Inc,EQT US,6456.71,Cash and Stock,Completed,11/13/2017,5.3000/sh.,Energy
M&A,8/1/2011,TELMEXL MM,Telefonos de Mexico SAB de CV,AMXL MM,6455.92,Cash,Completed,12/10/2012,10.2250/sh.,Communications
M&A,7/16/2014,9876544D US,International Game Technology,GTK IM,6446.75,Cash and Stock,Completed,4/7/2015,14.3396/sh.,"Consumer, Cyclical"
M&A,4/4/2011,RHA FP,Rhodia SA,SOLB BB,6443.5,Cash,Completed,9/16/2011,31.6000/sh.,Basic Materials
M&A,1/13/2010,TELINTL MM,Telmex Internacional SA de CV,AMXL MM,6427.18,Cash or Stock,Completed,4/28/2011,11.6600/sh.,Communications
M&A,4/4/2011,0203524D US,National Semiconductor Corp,TXN US,6406.52,Cash,Completed,9/26/2011,25.0000/sh.,Technology
M&A,12/3/2015,5012 JP,TonenGeneral Sekiyu KK,5020 JP,6373.23,Stock,Completed,3/29/2017,N/A,Energy
M&A,9/25/2017,NETS DC,Nets A/S,,6338.23,Cash,Pending,2/1/2018,165.0000/sh.,"Consumer, Non-cyclical"
M&A,5/5/2017,VWR US,VWR Corp,4465452Z US,6311.76,Cash,Completed,11/22/2017,33.2500/sh.,"Consumer, Non-cyclical"
M&A,6/9/2017,DFT US,DuPont Fabros Technology Inc,DLR US,6309.53,Stock,Completed,9/14/2017,N/A,Financial
M&A,7/31/2013,BRE US,BEX Portfolio LLC,,6289.54,Cash,Terminated,12/5/2013,60.0000/sh.,Financial
M&A,1/25/2017,WGL US,WGL Holdings Inc,ALA CN,6289.42,Cash,Pending,6/30/2018,88.2500/sh.,Utilities
M&A,10/5/2016,ENH US,Endurance Specialty Holdings Ltd,8630 JP,6284.85,Cash,Completed,3/29/2017,93.0000/sh.,Financial
M&A,2/17/2015,TOL AU,Toll Holdings Ltd,6178 JP,6270.65,Cash,Completed,6/1/2015,9.0400/sh.,Industrial
M&A,4/3/2011,EQN CN,Equinox Minerals Ltd,1208 HK,6262.28,Cash,Terminated,4/26/2011,7.0000/sh.,Basic Materials
M&A,6/28/2017,SPLS US,Staples Inc,9875574Z US,6245.35,Cash,Completed,9/13/2017,10.2500/sh.,"Consumer, Cyclical"
M&A,7/29/2013,ELN ID,Perrigo Corp DAC,PRGO US,6199.28,Cash and Stock,Completed,12/18/2013,6.2500/sh.,"Consumer, Non-cyclical"
M&A,3/31/2013,GTHE EY,Global Telecom Holding SAE,1026156Z RU,6199.06,Cash,Terminated,6/3/2013,.7000/sh.,Communications
M&A,7/23/2010,SCCO US,Southern Copper Corp,GMEXICOB MM,6157.71,Stock,Terminated,10/28/2011,N/A,Basic Materials
M&A,5/2/2011,CEPH US,Cephalon Inc,TEVA IT,6154.82,Cash,Completed,10/17/2011,81.5000/sh.,"Consumer, Non-cyclical"
M&A,9/8/2015,6 HK,Power Assets Holdings Ltd,1038 HK,6135.28,Stock,Terminated,11/24/2015,N/A,Utilities
M&A,2/17/2016,IM US,Ingram Micro Inc,900938 CH,6133.04,Cash,Completed,12/6/2016,38.9000/sh.,"Consumer, Cyclical"
M&A,5/24/2016,CSC US,Computer Sciences Corp,DXC US,6127.13,Stock,Completed,4/3/2017,N/A,Technology
M&A,11/15/2010,AXA AU,AMP AAPH Ltd,AMP AU,6115.14,Cash and Stock,Completed,4/1/2011,2.5464/sh.,Financial
M&A,7/29/2015,CYT US,Cytec Industries Inc,SOLB BB,6091.17,Cash,Completed,12/9/2015,75.2500/sh.,Basic Materials
M&A,7/13/2014,URS US,URS Corp,ACM US,6087.6,Cash or Stock,Completed,10/17/2014,53.9910/sh.,Industrial
M&A,1/25/2012,ILMN US,Illumina Inc,ROG SW,6051.87,Cash,Terminated,4/20/2012,51.0000/sh.,"Consumer, Non-cyclical"
M&A,7/13/2014,KOG US,Whiting Canadian Holding Co ULC,WLL US,6038.16,Stock,Completed,12/8/2014,N/A,Energy
M&A,6/3/2016,CLNY US,Colony Capital Inc,CLNS US,6024.42,Stock,Completed,1/11/2017,N/A,Financial
M&A,11/20/2017,CAVM US,Cavium Inc,MRVL US,6018.04,Cash and Stock,Pending,11/19/2018,40.0000/sh.,Technology
M&A,7/15/2014,ROC US,Rockwood Holdings Inc,ALB US,6005.05,Cash and Stock,Completed,1/13/2015,50.6500/sh.,Basic Materials
M&A,5/9/2013,ALPHA GA,Alpha Bank AE,HFSF GA,5993.5,Cash,Completed,6/10/2013,4571.0000 Mln,Financial
M&A,2/1/2016,STR US,Dominion Questar Corp,D US,5965.44,Cash,Completed,9/19/2016,25.0000/sh.,Utilities
M&A,8/17/2010,PTV US,Pactiv LLC,8146495Z US,5945.19,Cash,Completed,11/17/2010,33.2500/sh.,Industrial
M&A,3/9/2011,TGM GR,Rolls-Royce Power Systems AG,,5937.2,Cash,Completed,3/13/2013,31.6100/sh.,Industrial
M&A,12/9/2013,BRE US,BEX Portfolio LLC,ESS US,5936.4,Cash and Stock,Completed,4/2/2014,7.1800/sh.,Financial
M&A,4/14/2015,PRE US,PartnerRe Ltd,EXO IM,5936.08,Cash,Completed,3/18/2016,137.5000/sh.,Financial
M&A,2/25/2012,CAIR IN,Cairn India Ltd,VEDL IN,5900,Cash,Completed,8/17/2013,.0000 Mln,Energy
M&A,11/14/2016,EQY US,Equity One Inc,REG US,5892.22,Stock,Completed,3/2/2017,N/A,Financial
M&A,11/17/2016,WNR US,Western Refining Inc,ANDV US,5889.54,Cash or Stock,Completed,6/2/2017,37.3000/sh.,Energy
M&A,12/5/2017,RGC US,Regal Entertainment Group,CINE LN,5875.56,Cash,Pending,3/31/2018,23.0000/sh.,"Consumer, Cyclical"
M&A,3/24/2016,PMI IM,Banca Popolare di Milano Scarl,BAMI IM,5838.1,Stock,Completed,1/2/2017,N/A,Financial
M&A,9/13/2015,SLH US,Solera Holdings Inc,,5767.94,Cash,Completed,3/3/2016,55.8500/sh.,Technology
M&A,9/30/2015,PGIL LN,Polyus Gold International Ltd,1313409D RU,5760.28,Cash,Completed,12/3/2015,2.9700/sh.,Basic Materials
M&A,3/29/2012,BRI PL,Brisa Auto-Estradas de Portugal SA,,5758.37,Cash,Completed,4/11/2013,2.7600/sh.,"Consumer, Non-cyclical"
M&A,5/6/2015,FEC CN,Frontera Energy Corp,,5757.48,Cash,Terminated,7/9/2015,6.5000/sh.,Energy
M&A,7/13/2011,KCI US,Kinetic Concepts Inc,,5727.46,Cash,Completed,11/7/2011,68.5000/sh.,"Consumer, Non-cyclical"
M&A,4/28/2017,1880 HK,Belle International Holdings Ltd,,5724.77,Cash,Completed,7/28/2017,6.3000/sh.,"Consumer, Cyclical"
M&A,3/9/2015,9876567D US,Pinnacle Entertainment Inc/Old,GLPI US,5711.97,Stock,Completed,4/29/2016,N/A,"Consumer, Cyclical"
M&A,4/10/2017,SAZ GR,STADA Arzneimittel AG,,5685.84,Cash,Terminated,6/22/2017,65.2800/sh.,"Consumer, Non-cyclical"
M&A,10/10/2013,PVR US,PVR Partners LP,RGP US,5664,Cash and Stock,Completed,3/21/2014,.2620/sh.,Energy
M&A,9/8/2015,BEE US,Strategic Hotels & Resorts Inc,BX US,5631.85,Cash,Completed,12/14/2015,14.2500/sh.,Financial
M&A,1/22/2015,CYN US,City National Corp/CA,RY CN,5608.68,Cash or Stock,Completed,11/2/2015,90.0570/sh.,Financial
M&A,12/16/2013,1431816D US,LSI Corp,1373183D US,5595.53,Cash,Completed,5/7/2014,11.1500/sh.,Technology
M&A,8/20/2012,CVH US,Coventry Health Care Inc,AET US,5590.6,Cash and Stock,Completed,5/7/2013,27.3000/sh.,"Consumer, Non-cyclical"
M&A,10/31/2016,TMH US,Team Health Holdings Inc,,5581.46,Cash,Completed,2/7/2017,43.5000/sh.,"Consumer, Non-cyclical"
M&A,11/3/2014,CVD US,Covance Inc,LH US,5559.16,Cash and Stock,Completed,2/19/2015,75.7600/sh.,"Consumer, Non-cyclical"
M&A,11/2/2016,BRCD US,Brocade Communications Systems Inc,AVGO US,5551.41,Cash,Completed,11/20/2017,12.7500/sh.,Technology
M&A,6/4/2014,PL US,Protective Life Corp,8750 JP,5530.61,Cash,Completed,2/2/2015,70.0000/sh.,Financial
M&A,7/13/2012,WHC AU,Whitehaven Coal Ltd,0374508D AU,5515.74,Cash,Terminated,8/24/2012,5.2000/sh.,Energy
M&A,7/2/2013,BAY TB,Bank of Ayudhya PCL,8306 JP,5505.43,Cash,Completed,12/13/2013,39.0000/sh.,Financial
M&A,4/7/2014,SFR FP,SFR Group SA,ATCT NA,5483.37,Cash and Stock,Completed,7/24/2014,30.5000/sh.,Communications
M&A,3/29/2011,CEPH US,Cephalon Inc,VRX CN,5464.32,Cash,Terminated,5/2/2011,73.0000/sh.,"Consumer, Non-cyclical"
M&A,4/7/2014,QCOR US,Questcor Pharmaceuticals Inc,MNK US,5436.47,Cash and Stock,Completed,8/15/2014,30.0000/sh.,"Consumer, Non-cyclical"
M&A,3/30/2012,CPR PL,CIMPOR Cimentos de Portugal SGPS SA,899180Z BZ,5431.06,Cash,Completed,6/20/2012,5.5000/sh.,Industrial
M&A,6/28/2012,1374430D CN,Progress Energy Canada Ltd,PET MK,5405.26,Cash,Completed,12/18/2012,22.0000/sh.,Energy
M&A,11/2/2015,DYAX US,Dyax Corp,SHP LN,5393.89,Cash,Completed,1/25/2016,37.3000/sh.,"Consumer, Non-cyclical"
M&A,3/25/2011,VIVO4 BZ,Vivo Participacoes SA,VIVT4 BZ,5393.5,Stock,Completed,6/8/2011,N/A,Communications
M&A,12/14/2016,TTS AU,Tatts Group Ltd,,5340.5,Cash,Terminated,4/28/2017,4.2100/sh.,"Consumer, Cyclical"
M&A,5/12/2010,SY US,Sybase Inc,SAP GR,5322.65,Cash,Completed,7/30/2010,65.0000/sh.,Technology
M&A,5/6/2015,CMLP US,Crestwood Midstream Partners LP,CEQP US,5319.63,Stock,Completed,10/1/2015,N/A,Energy
M&A,8/1/2016,SCTY US,SolarCity Corp,TSLA US,5319.16,Stock,Completed,11/22/2016,N/A,Energy
M&A,8/27/2012,HCBK US,Hudson City Bancorp Inc,MTB US,5314.17,Cash or Stock,Completed,11/2/2015,10.0622/sh.,Financial
M&A,1/25/2015,PRE US,PartnerRe Ltd,AXS US,5312.97,Stock,Terminated,8/3/2015,N/A,Financial
M&A,10/19/2016,TTS AU,Tatts Group Ltd,TAH AU,5301.06,Cash and Stock,Completed,12/28/2017,.2650/sh.,"Consumer, Cyclical"
M&A,8/22/2016,CST US,CST Brands LLC,ATD/B CN,5264.91,Cash,Completed,6/28/2017,48.5300/sh.,"Consumer, Cyclical"
M&A,2/20/2014,ESC US,Emeritus Corp,BKD US,5232.05,Stock,Completed,7/31/2014,N/A,"Consumer, Non-cyclical"
M&A,7/19/2017,AVA US,Avista Corp,H CN,5224.37,Cash,Pending,12/31/2018,53.0000/sh.,Utilities
M&A,11/1/2010,XCOO US,EXCO Resources Inc,,5183.24,Cash,Terminated,7/8/2011,20.5000/sh.,Energy
M&A,9/8/2015,AML LN,MS Amlin PLC,8725 JP,5182.21,Cash,Completed,2/2/2016,6.7000/sh.,Financial
M&A,9/8/2017,1893 HK,China National Materials Co Ltd,3323 HK,5141.86,Stock,Pending, ,N/A,Industrial
M&A,9/10/2010,BZW PW,Bank Zachodni WBK SA,SAN SM,5119.51,Cash,Completed,3/25/2011,226.8900/sh.,Financial
M&A,10/16/2015,YOKU US,Youku Tudou Inc,BABA US,5119.1,Cash,Completed,4/6/2016,27.6000/sh.,Communications
M&A,10/13/2014,APL US,Targa Pipeline Partners LP,NGLS US,5102.34,Cash and Stock,Completed,3/2/2015,1.2600/sh.,Energy
M&A,11/25/2010,DLM US,Del Monte Foods Co,,5098.61,Cash,Completed,3/9/2011,19.0000/sh.,"Consumer, Non-cyclical"
M&A,8/1/2014,BYI US,Bally Technologies Inc,SGMS US,5090.96,Cash,Completed,11/24/2014,83.3000/sh.,"Consumer, Cyclical"
M&A,5/1/2017,VSN CN,Veresen Inc,PPL CN,5085.35,Cash or Stock,Completed,10/5/2017,18.6500/sh.,Energy
M&A,1/12/2015,NPSP US,Shire-Nps Pharmaceuticals Inc,SHP LN,5058.42,Cash,Completed,2/24/2015,46.0000/sh.,"Consumer, Non-cyclical"
M&A,6/3/2016,TLN US,Talen Energy Corp,312903Z US,5044.77,Cash,Completed,12/6/2016,14.0000/sh.,Utilities
M&A,9/15/2015,SIRO US,Sirona Dental Systems Inc,XRAY US,5038.5,Stock,Completed,3/1/2016,N/A,"Consumer, Non-cyclical"
M&A,9/30/2013,BPO CN,Brookfield Office Properties Inc,BPY-U CN,5036.75,Cash or Stock,Completed,6/11/2014,20.3400/sh.,Financial
M&A,12/7/2015,NOL SP,Neptune Orient Lines Ltd/Singapore,144898Z FP,5016.59,Cash,Completed,9/6/2016,1.3000/sh.,Industrial
M&A,1/9/2017,ARIA US,ARIAD Pharmaceuticals Inc,4502 JP,5001.1,Cash,Completed,2/17/2017,24.0000/sh.,"Consumer, Non-cyclical"
M&A,5/9/2017,WSTC US,West Corp,APO US,4974.44,Cash,Completed,10/11/2017,23.5000/sh.,Communications
M&A,6/29/2016,PVTB US,PrivateBancorp Inc,CM CN,4970.38,Cash and Stock,Completed,6/23/2017,27.2000/sh.,Financial
